VDH_Code,Indicator,Timeframe,Geography_Type,Geography_Name,Demographic_Type,Demographic_Name,Value,State_Comparison,Notes,MostRec_DisagTimeframe,MostRec_DisagTimeframeValue,MostRec_VTValuePerGeogType,Stat_Comment,DemographicNameCleaned,_timestamp
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,County,Chittenden,NA,NA,72,Higher,,2024,72,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,County,Essex,NA,NA,62,Same,,2024,62,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,County,Franklin,NA,NA,68,Higher,,2024,68,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,County,Grand Isle,NA,NA,66,Same,,2024,66,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,County,Lamoille,NA,NA,73,Higher,,2024,73,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,County,Orange,NA,NA,72,Higher,,2024,72,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,County,Orleans,NA,NA,66,Same,,2024,66,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,County,Rutland,NA,NA,49,Lower,,2024,49,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,County,Washington,NA,NA,57,Lower,,2024,57,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,County,Windham,NA,NA,62,Same,,2024,62,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,County,Windsor,NA,NA,51,Lower,,2024,51,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,District Office,Vermont,NA,NA,64,NA,,2024,64,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,District Office,Burlington,NA,NA,72,Higher,,2024,72,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,District Office,Bennington,NA,NA,52,Lower,,2024,52,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,District Office,White River Junction,NA,NA,62,Same,,2024,62,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,District Office,Rutland,NA,NA,49,Lower,,2024,49,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,District Office,Springfield,NA,NA,56,Lower,,2024,56,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,District Office,Newport,NA,NA,64,Same,,2024,64,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,District Office,St. Johnsbury,NA,NA,82,Higher,,2024,82,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,District Office,Barre,NA,NA,56,Lower,,2024,56,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,District Office,Brattleboro,NA,NA,59,Lower,,2024,59,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,District Office,St. Albans,NA,NA,68,Higher,,2024,68,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,District Office,Middlebury,NA,NA,64,Same,,2024,64,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,District Office,Morrisville,NA,NA,73,Higher,,2024,73,64,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,State,Vermont,NA,NA,10,NA,,2020-2022,10,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,County,Vermont,NA,NA,10,NA,,2020-2022,10,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,County,Addison,NA,NA,7,Same,,2020-2022,7,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,County,Bennington,NA,NA,10,Same,,2020-2022,10,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,County,Caledonia,NA,NA,15,Same,,2020-2022,15,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,County,Chittenden,NA,NA,8,Same,,2020-2022,8,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,County,Essex,NA,NA,-99999,NA,,2020-2022,-99999,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,County,Franklin,NA,NA,13,Same,,2020-2022,13,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,County,Grand Isle,NA,NA,-99999,NA,,2020-2022,-99999,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,County,Lamoille,NA,NA,-99999,NA,,2020-2022,-99999,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,County,Orange,NA,NA,-99999,NA,,2020-2022,-99999,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,County,Orleans,NA,NA,21,Same,,2020-2022,21,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,County,Rutland,NA,NA,15,Same,,2020-2022,15,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,County,Washington,NA,NA,8,Same,,2020-2022,8,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,County,Windham,NA,NA,17,Same,,2020-2022,17,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,County,Windsor,NA,NA,8,Same,,2020-2022,8,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,District Office,Vermont,NA,NA,10,NA,,2020-2022,10,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,District Office,Burlington,NA,NA,8,Same,,2020-2022,8,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,District Office,Bennington,NA,NA,10,Same,,2020-2022,10,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,District Office,White River Junction,NA,NA,7,Same,,2020-2022,7,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,District Office,Rutland,NA,NA,15,Same,,2020-2022,15,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,District Office,Springfield,NA,NA,9,Same,,2020-2022,9,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,District Office,Newport,NA,NA,20,Same,,2020-2022,20,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,District Office,St. Johnsbury,NA,NA,14,Same,,2020-2022,14,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,District Office,Barre,NA,NA,7,Same,,2020-2022,7,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,District Office,Brattleboro,NA,NA,18,Same,,2020-2022,18,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,District Office,St. Albans,NA,NA,13,Same,,2020-2022,13,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,District Office,Middlebury,NA,NA,-88888,NA,,2020-2022,-88888,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,District Office,Morrisville,NA,NA,-99999,NA,,2020-2022,-99999,10,,Overall,2025-09-08
OA-EHD04,"Rate of heat-related emergency department visits per 100,000 adults age 65 and older",2022,State,Vermont,NA,NA,10,NA,,2022,10,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,State,Vermont,Sex,Overall,10,NA,,2020-2022,10,10,,Overall,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,State,Vermont,Sex,Male,12,Same,,2020-2022,12,10,,Male,2025-09-08
EHD04,"Rate of heat-related emergency department visits per 100,000 people",2020-2022,State,Vermont,Sex,Female,8,Same,,2020-2022,8,10,,Female,2025-09-08
OA-EHD04,"Rate of heat-related emergency department visits per 100,000 adults age 65 and older",2020-2022,State,Vermont,Sex,Overall,10,NA,,2020-2022,10,10,,Overall,2025-09-08
OA-EHD04,"Rate of heat-related emergency department visits per 100,000 adults age 65 and older",2020-2022,State,Vermont,Sex,Male,13,Same,,2020-2022,13,10,,Male,2025-09-08
OA-EHD04,"Rate of heat-related emergency department visits per 100,000 adults age 65 and older",2020-2022,State,Vermont,Sex,Female,8,Same,,2020-2022,8,10,,Female,2025-09-08
RD02,Asthma Under 5,2020-2022,State,Vermont,NA,NA,43,NA,,2020-2022,43,43,,Overall,2025-09-08
RD02,Asthma Under 5,2020-2022,County,Vermont,NA,NA,43,NA,,2020-2022,43,43,,Overall,2025-09-08
RD02,Asthma Under 5,2020-2022,County,Addison,NA,NA,62,Same,,2020-2022,62,43,,Overall,2025-09-08
RD02,Asthma Under 5,2020-2022,County,Bennington,NA,NA,14,Lower,,2020-2022,14,43,,Overall,2025-09-08
RD02,Asthma Under 5,2020-2022,County,Caledonia,NA,NA,45,Same,,2020-2022,45,43,,Overall,2025-09-08
RD02,Asthma Under 5,2020-2022,County,Chittenden,NA,NA,40,Same,,2020-2022,40,43,,Overall,2025-09-08
RD02,Asthma Under 5,2020-2022,County,Essex,NA,NA,-99999,NA,,2020-2022,-99999,43,,Overall,2025-09-08
RD02,Asthma Under 5,2020-2022,County,Franklin,NA,NA,43,Same,,2020-2022,43,43,,Overall,2025-09-08
RD02,Asthma Under 5,2020-2022,County,Grand Isle,NA,NA,-99999,NA,,2020-2022,-99999,43,,Overall,2025-09-08
RD02,Asthma Under 5,2020-2022,County,Lamoille,NA,NA,54,Same,,2020-2022,54,43,,Overall,2025-09-08
RD02,Asthma Under 5,2020-2022,County,Orange,NA,NA,50,Same,,2020-2022,50,43,,Overall,2025-09-08
RD02,Asthma Under 5,2020-2022,County,Orleans,NA,NA,40,Same,,2020-2022,40,43,,Overall,2025-09-08
RD02,Asthma Under 5,2020-2022,County,Rutland,NA,NA,53,Same,,2020-2022,53,43,,Overall,2025-09-08
RD02,Asthma Under 5,2020-2022,County,Washington,NA,NA,42,Same,,2020-2022,42,43,,Overall,2025-09-08
RD02,Asthma Under 5,2020-2022,County,Windham,NA,NA,33,Same,,2020-2022,33,43,,Overall,2025-09-08
RD02,Asthma Under 5,2020-2022,County,Windsor,NA,NA,48,Same,,2020-2022,48,43,,Overall,2025-09-08
RD02,Asthma Under 5,2020-2022,State,Vermont,Sex,Overall,43,NA,,2020-2022,43,43,,Overall,2025-09-08
RD02,Asthma Under 5,2020-2022,State,Vermont,Sex,Male,57,Higher,,2020-2022,57,43,,Male,2025-09-08
RD02,Asthma Under 5,2020-2022,State,Vermont,Sex,Female,28,Lower,,2020-2022,28,43,,Female,2025-09-08
RD03,Asthma 5+,2020-2022,State,Vermont,NA,NA,19,NA,,2020-2022,19,19,,Overall,2025-09-08
RD03,Asthma 5+,2020-2022,County,Vermont,NA,NA,19,NA,,2020-2022,19,19,,Overall,2025-09-08
RD03,Asthma 5+,2020-2022,County,Addison,NA,NA,20,Same,,2020-2022,20,19,,Overall,2025-09-08
RD03,Asthma 5+,2020-2022,County,Bennington,NA,NA,17,Same,,2020-2022,17,19,,Overall,2025-09-08
RD03,Asthma 5+,2020-2022,County,Caledonia,NA,NA,25,Higher,,2020-2022,25,19,,Overall,2025-09-08
RD03,Asthma 5+,2020-2022,County,Chittenden,NA,NA,9,Lower,,2020-2022,9,19,,Overall,2025-09-08
RD03,Asthma 5+,2020-2022,County,Essex,NA,NA,23,Same,,2020-2022,23,19,,Overall,2025-09-08
RD03,Asthma 5+,2020-2022,County,Franklin,NA,NA,20,Same,,2020-2022,20,19,,Overall,2025-09-08
RD03,Asthma 5+,2020-2022,County,Grand Isle,NA,NA,16,Same,,2020-2022,16,19,,Overall,2025-09-08
RD03,Asthma 5+,2020-2022,County,Lamoille,NA,NA,20,Same,,2020-2022,20,19,,Overall,2025-09-08
RD03,Asthma 5+,2020-2022,County,Orange,NA,NA,17,Same,,2020-2022,17,19,,Overall,2025-09-08
RD03,Asthma 5+,2020-2022,County,Orleans,NA,NA,34,Higher,,2020-2022,34,19,,Overall,2025-09-08
RD03,Asthma 5+,2020-2022,County,Rutland,NA,NA,24,Higher,,2020-2022,24,19,,Overall,2025-09-08
RD03,Asthma 5+,2020-2022,County,Washington,NA,NA,20,Same,,2020-2022,20,19,,Overall,2025-09-08
RD03,Asthma 5+,2020-2022,County,Windham,NA,NA,19,Same,,2020-2022,19,19,,Overall,2025-09-08
RD03,Asthma 5+,2020-2022,County,Windsor,NA,NA,27,Higher,,2020-2022,27,19,,Overall,2025-09-08
RD03,Asthma 5+,2020-2022,State,Vermont,Sex,Overall,19,NA,,2020-2022,19,19,,Overall,2025-09-08
RD03,Asthma 5+,2020-2022,State,Vermont,Sex,Male,15,Lower,,2020-2022,15,19,,Male,2025-09-08
RD03,Asthma 5+,2020-2022,State,Vermont,Sex,Female,23,Higher,,2020-2022,23,19,,Female,2025-09-08
MICH02,"Rate of deaths for infants under 1 year of age per 1,000 live births",2023,State,Vermont,NA,NA,3,NA,,2023,3,3,Small numbers limit the usefulness of analysis by substate geographies or demographics.,Overall,2025-09-08
IV20,"Rate of opioid-involved accidental or undetermined drug overdose deaths per 100,000 people",2023,State,Vermont,NA,NA,36,Na ,,2023,36,36,,Overall,2025-09-08
IV20,"Rate of opioid-involved accidental or undetermined drug overdose deaths per 100,000 people",2023,County,Vermont,NA,NA,36,Na ,,2023,36,36,,Overall,2025-09-08
IV20,"Rate of opioid-involved accidental or undetermined drug overdose deaths per 100,000 people",2023,County,Addison,NA,NA,19,Same,,2023,19,36,,Overall,2025-09-08
IV20,"Rate of opioid-involved accidental or undetermined drug overdose deaths per 100,000 people",2023,County,Bennington,NA,NA,59,Higher,,2023,59,36,,Overall,2025-09-08
IV20,"Rate of opioid-involved accidental or undetermined drug overdose deaths per 100,000 people",2023,County,Caledonia,NA,NA,26,Same,,2023,26,36,,Overall,2025-09-08
